Log file open, 03/16/15 15:21:07
LogInit:Display: Running engine for game: KodainaKingdom
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.03.16-19.37.20:841][768]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.20:841][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:842][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Error: Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.20:843][768]BlueprintEditorCompileResults:Warning: Warning [0974.06] Compile of BattleHUD failed. 37 Fatal Issue(s) 37 Warning(s) [in 1,107 ms]
[2015.03.16-19.37.34:523][364]BlueprintLog: New page: Compile BattleHUD
[2015.03.16-19.37.35:098][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine4 
[2015.03.16-19.37.35:098][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine3 
[2015.03.16-19.37.35:098][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine2 
[2015.03.16-19.37.35:098][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine1 
[2015.03.16-19.37.35:116][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:116][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:116][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:116][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:116][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:117][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:117][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:117][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  clearTextBoxes 
[2015.03.16-19.37.35:117][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:118][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:118][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:119][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:119][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:120][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:121][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:122][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:123][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:123][364]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "txtLine1" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.37.35:214][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:214][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:215][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:215][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:215][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:215][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:216][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:216][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:216][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:216][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:217][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:218][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:218][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:218][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:219][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:219][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:219][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:220][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:221][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:221][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:221][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:221][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:222][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:222][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:225][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:225][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 4  could not be found
[2015.03.16-19.37.35:225][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 3  could not be found
[2015.03.16-19.37.35:225][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 2  could not be found
[2015.03.16-19.37.35:226][364]LogBlueprint:Error: [compiler] Error The property associated with  Txt Line 1  could not be found
[2015.03.16-19.37.35:615][364]LogBlueprint:Warning: [compiler] Warning [0988.84] Compile of BattleHUD failed. 34 Fatal Issue(s) 37 Warning(s) [in 1,091 ms]
[2015.03.16-19.37.35:615][364]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "txtLine4" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine4 
[2015.03.16-19.37.35:615][364]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "txtLine3" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Get txtLine3 
[2015.03.16-19.37.35:615][364]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "txtLine2" in 'BattleHUD_C'.
